N,P,K,temperature,humidity,pH,rainfall,crop,best_season,planting_months,cultivation_duration,harvest_months,water_requirement
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,99.57981207,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,71.3195307,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
99.0,36.0,20.0,20.57981887,65.34583901,6.671085817,78.34604471,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,88.45361858,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
60.0,38.0,17.0,18.41932981,64.23580251,6.474476516,76.41312437,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
94.0,54.0,17.0,23.39128187,61.74427165,5.871647806,107.3198135,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,107.2681929,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
66.0,44.0,20.0,19.0781471,69.02298571,6.740000688,80.72515943,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
63.0,35.0,16.0,22.02720976,65.35549924,6.272417541,83.73280082,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817,89.9622014,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
72.0,60.0,25.0,18.52510753,69.0276233,5.773454729,88.10234397,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
67.0,51.0,24.0,23.50297882,61.32026065,5.584171461,64.77791424,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,73.33636055,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,103.651438,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
81.0,45.0,23.0,19.32666088,68.034493,6.192360003,84.22969177,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
73.0,45.0,21.0,24.60532218,73.58868502,6.636803223,96.59195302,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,67.96704792,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
96.0,54.0,22.0,25.70196694,61.33450447,6.960358276,83.20711308,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
74.0,39.0,23.0,22.6265115,65.77472881,6.78073637,88.17251033,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,104.2321615,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
63.0,42.0,21.0,23.26237612,72.33125523,5.798423908,67.10225139,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
90.0,52.0,25.0,25.97482359,69.36385721,6.822586546,103.2234212,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
60.0,57.0,24.0,18.66116213,61.55327249,6.121294041,75.03247667,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
71.0,52.0,18.0,25.10787449,55.97732754,5.790770203,78.16077693,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,105.0083144,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
88.0,38.0,15.0,25.08239719,65.92195844,6.455116637,62.49190812,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
65.0,60.0,22.0,25.36768364,72.52054555,6.606984086,107.9124111,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
78.0,58.0,15.0,25.00933355,67.816568,6.528631266,62.91359494,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
92.0,60.0,23.0,18.66746724,71.516474,5.721667141,69.93293255,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
79.0,59.0,17.0,20.37999665,63.73849998,6.644205485,108.5054416,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
91.0,55.0,15.0,18.09300227,72.61024172,6.376651091,78.96159541,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
76.0,51.0,18.0,26.16985907,71.96246617,6.247040422,79.84925393,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
87.0,48.0,25.0,18.65396672,61.37879671,6.656730008,93.62039175,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
90.0,57.0,24.0,18.92851916,72.80086137,6.158860284,82.34162918,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
67.0,35.0,22.0,23.30546753,63.24648023,6.385684214,108.7603001,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
60.0,54.0,19.0,18.74826712,62.49878458,6.417820493,70.23401597,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
83.0,58.0,23.0,19.74213321,59.66263104,6.381201909,65.50861389,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
83.0,57.0,19.0,25.73044432,70.74739256,6.877869005,98.73771338,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
40.0,72.0,77.0,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,Unknown,Unknown,90,Unknown,Medium
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,79.92698081,chickpea,Unknown,Unknown,90,Unknown,Medium
39.0,58.0,85.0,17.88776475,15.40589717,5.996932037,68.54932919,chickpea,Unknown,Unknown,90,Unknown,Medium
22.0,72.0,85.0,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,Unknown,Unknown,90,Unknown,Medium
36.0,67.0,77.0,18.36952567,19.56381041,7.152811172,79.26357665,chickpea,Unknown,Unknown,90,Unknown,Medium
32.0,73.0,81.0,20.45078582,15.40312102,5.988992796,92.68373702,chickpea,Unknown,Unknown,90,Unknown,Medium
58.0,70.0,84.0,20.6543203,16.60820843,6.231049028,74.6631118,chickpea,Unknown,Unknown,90,Unknown,Medium
59.0,70.0,84.0,17.3348681,18.74926979,7.550808267,82.61734721,chickpea,Unknown,Unknown,90,Unknown,Medium
42.0,62.0,75.0,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,Unknown,Unknown,90,Unknown,Medium
28.0,74.0,81.0,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,Unknown,Unknown,90,Unknown,Medium
58.0,66.0,79.0,20.99373558,19.33470387,8.718192847,93.55280105,chickpea,Unknown,Unknown,90,Unknown,Medium
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,Unknown,Unknown,90,Unknown,Medium
58.0,63.0,81.0,19.81344531,14.69765308,6.515499549,78.96514709,chickpea,Unknown,Unknown,90,Unknown,Medium
23.0,62.0,85.0,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,Unknown,Unknown,90,Unknown,Medium
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,Unknown,Unknown,90,Unknown,Medium
28.0,72.0,84.0,18.72963144,19.18197264,6.481783043,71.58010169,chickpea,Unknown,Unknown,90,Unknown,Medium
50.0,56.0,76.0,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,Unknown,Unknown,90,Unknown,Medium
39.0,71.0,84.0,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,Unknown,Unknown,90,Unknown,Medium
25.0,78.0,76.0,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,Unknown,Unknown,90,Unknown,Medium
31.0,70.0,77.0,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,Unknown,Unknown,90,Unknown,Medium
26.0,80.0,83.0,17.08498521,16.14565756,7.528599957,71.31007253,chickpea,Unknown,Unknown,90,Unknown,Medium
25.0,68.0,77.0,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,Unknown,Unknown,90,Unknown,Medium
31.0,78.0,76.0,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,Unknown,Unknown,90,Unknown,Medium
60.0,68.0,83.0,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,Unknown,Unknown,90,Unknown,Medium
59.0,62.0,83.0,18.57665902,19.22008229,8.104396058,72.94940441,chickpea,Unknown,Unknown,90,Unknown,Medium
22.0,67.0,78.0,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,Unknown,Unknown,90,Unknown,Medium
36.0,65.0,80.0,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,Unknown,Unknown,90,Unknown,Medium
59.0,60.0,84.0,19.03025305,18.66725565,7.690962338,94.70992037,chickpea,Unknown,Unknown,90,Unknown,Medium
54.0,77.0,85.0,17.1418614,17.0662427,7.829211144,83.74606679,chickpea,Unknown,Unknown,90,Unknown,Medium
43.0,68.0,81.0,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,Unknown,Unknown,90,Unknown,Medium
28.0,76.0,82.0,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,Unknown,Unknown,90,Unknown,Medium
42.0,79.0,85.0,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,Unknown,Unknown,90,Unknown,Medium
32.0,60.0,83.0,19.69141713,19.44225438,8.829273328,91.76071648,chickpea,Unknown,Unknown,90,Unknown,Medium
22.0,78.0,76.0,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,Unknown,Unknown,90,Unknown,Medium
31.0,79.0,75.0,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,Unknown,Unknown,90,Unknown,Medium
28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,Unknown,Unknown,90,Unknown,Medium
57.0,58.0,77.0,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,Unknown,Unknown,90,Unknown,Medium
49.0,55.0,78.0,18.65580107,16.17772668,7.863113671,81.70769297,chickpea,Unknown,Unknown,90,Unknown,Medium
46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,Unknown,Unknown,90,Unknown,Medium
54.0,61.0,77.0,18.81198127,15.21618225,6.206582193,77.5429424,chickpea,Unknown,Unknown,90,Unknown,Medium
38.0,60.0,76.0,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,Unknown,Unknown,90,Unknown,Medium
59.0,55.0,79.0,20.36720401,16.89574311,8.766128654,82.2545577,chickpea,Unknown,Unknown,90,Unknown,Medium
36.0,76.0,75.0,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,Unknown,Unknown,90,Unknown,Medium
57.0,68.0,81.0,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,Unknown,Unknown,90,Unknown,Medium
35.0,66.0,81.0,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,Unknown,Unknown,90,Unknown,Medium
35.0,64.0,78.0,17.92845928,14.27327988,7.496645259,85.37378769,chickpea,Unknown,Unknown,90,Unknown,Medium
52.0,60.0,79.0,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,Unknown,Unknown,90,Unknown,Medium
27.0,76.0,83.0,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,Unknown,Unknown,90,Unknown,Medium
57.0,60.0,84.0,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,Unknown,Unknown,90,Unknown,Medium
52.0,68.0,78.0,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,Unknown,Unknown,90,Unknown,Medium
43.0,79.0,79.0,19.40751744,18.98030507,7.806747656,80.25064637,chickpea,Unknown,Unknown,90,Unknown,Medium
44.0,74.0,85.0,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,Unknown,Unknown,90,Unknown,Medium
24.0,55.0,78.0,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,Unknown,Unknown,90,Unknown,Medium
29.0,77.0,75.0,17.50361137,15.48083156,7.778591618,72.9446671,chickpea,Unknown,Unknown,90,Unknown,Medium
20.0,60.0,78.0,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,Unknown,Unknown,90,Unknown,Medium
56.0,67.0,78.0,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,Unknown,Unknown,90,Unknown,Medium
37.0,66.0,85.0,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,Unknown,Unknown,90,Unknown,Medium
49.0,71.0,76.0,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,Unknown,Unknown,90,Unknown,Medium
59.0,69.0,80.0,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,Unknown,Unknown,90,Unknown,Medium
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,Unknown,Unknown,90,Unknown,Medium
24.0,56.0,85.0,18.19903647,17.41333199,6.545888558,80.6405403,chickpea,Unknown,Unknown,90,Unknown,Medium
51.0,72.0,75.0,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,Unknown,Unknown,90,Unknown,Medium
57.0,73.0,85.0,18.49311205,14.72115044,7.358099622,91.94595352,chickpea,Unknown,Unknown,90,Unknown,Medium
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245,87.51312796,chickpea,Unknown,Unknown,90,Unknown,Medium
52.0,73.0,79.0,17.25769499,18.74943955,7.840339389,94.00287214,chickpea,Unknown,Unknown,90,Unknown,Medium
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,Unknown,Unknown,90,Unknown,Medium
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,chickpea,Unknown,Unknown,90,Unknown,Medium
41.0,69.0,82.0,20.02381489,16.63294455,6.715587232,68.97806542,chickpea,Unknown,Unknown,90,Unknown,Medium
52.0,56.0,85.0,20.1187446,14.44228303,6.81712422,88.68168643,chickpea,Unknown,Unknown,90,Unknown,Medium
